M,N,K,t_measured_ms
2,11223,9110,0.19354745745658875
2,11223,10566,0.2278345637023449
2,11223,11015,0.2324103843420744
2,11223,12379,0.2590341027826071
2,11223,13681,0.2724570222198963
2,11223,15919,0.3044086042791605
2,11905,256,0.02431962639093399
2,11905,512,0.028495676815509796
2,11905,779,0.03412715159356594
2,11905,1205,0.04297494888305664
2,11905,2287,0.07251021452248096
2,11905,2826,0.08270167745649815
2,11905,4133,0.10324548929929733
2,11905,5338,0.12402888387441635
2,11905,6517,0.14914828352630138
2,11905,7234,0.1600759569555521
2,11905,8479,0.18309964798390865
2,11905,8977,0.19292347133159637
2,11905,10404,0.2193066757172346
2,11905,10864,0.2274024300277233
2,11905,11354,0.23552984930574894
2,11905,13249,0.27999328449368477
2,11905,14925,0.3105204086750746
2,11905,16135,0.3214161843061447
2,11982,512,0.030752038583159447
2,11982,1144,0.041247112676501274
2,11982,2509,0.07567834109067917
2,11982,4096,0.07129390724003315
2,11982,5338,0.08479785174131393
2,11982,6201,0.14385231770575047
2,11982,6937,0.15486055053770542
2,11982,8479,0.18484354950487614
2,11982,8977,0.1943788956850767
2,11982,10404,0.13698870316147804
2,11982,10864,0.14122901484370232
2,11982,11354,0.1462844666093588
2,11982,12379,0.2532901708036661
2,11982,13856,0.17204368487000465
2,11982,15919,0.31714397482573986
2,13695,256,0.025007175281643867
2,13695,790,0.03470294177532196
2,13695,1743,0.07868651300668716
2,13695,2287,0.07679848931729794
2,13695,2642,0.08298945613205433
2,13695,4133,0.11343718506395817
2,13695,5647,0.14471658505499363
2,13695,6693,0.16673211939632893
2,13695,7269,0.17849146388471127
2,13695,8766,0.20682718604803085
2,13695,9075,0.21581887267529964
2,13695,10509,0.24634599685668945
2,13695,10968,0.25568949058651924
2,13695,12102,0.27703307569026947
2,13695,13315,0.30018528923392296
2,13695,15086,0.33800816163420677
2,13695,16384,0.35818410106003284
2,13914,790,0.03467104397714138
2,13914,1743,0.07713399827480316
2,13914,2287,0.07515004836022854
2,13914,2826,0.06401422433555126
2,13914,4507,0.11748494580388069
2,13914,5756,0.09387009777128696
2,13914,6918,0.11012493632733822
2,13914,8149,0.19453954882919788
2,13914,8795,0.2044269349426031
2,13914,9110,0.1342690084129572
2,13914,10566,0.15180394984781742
2,13914,10968,0.15634787268936634
2,13914,12102,0.1708280760794878
2,13914,13315,0.2965691965073347
2,13914,15086,0.20258687436580658
2,13914,16135,0.35373494029045105
2,14688,779,0.03342307172715664
2,14688,1144,0.03334297798573971
2,14688,2108,0.054063042625784874
2,14688,2642,0.0589264091104269
2,14688,4096,0.05966261960566044
2,14688,4738,0.08390191942453384
2,14688,6201,0.23767375387251377
2,14688,6937,0.26160990819334984
2,14688,8479,0.3200722858309746
2,14688,9075,0.33759186044335365
2,14688,10566,0.14478061348199844
2,14688,10968,0.11526118032634258
2,14688,12102,0.1607320737093687
2,14688,13249,0.4814926069229841
2,14688,14925,0.545363174751401
2,14688,16384,0.1574200578033924
2,16384,512,0.03463961184024811
2,16384,1205,0.04223897121846676
2,16384,2108,0.053374795243144035
2,16384,2642,0.05671870894730091
2,16384,4096,0.06183912046253681
2,16384,4738,0.07809395901858807
2,16384,5756,0.08930987678468227
2,16384,6693,0.257737934589386
2,16384,8149,0.31068059615790844
2,16384,8968,0.10345340706408024
2,16384,9110,0.12550083920359612
2,16384,10404,0.14146813191473484
2,16384,10776,0.11783675290644169
2,16384,11015,0.4117819480597973
2,16384,13249,0.48552430234849453
2,16384,14925,0.5457301158457994
2,16384,16384,0.1665560994297266
2,16698,790,0.03441539593040943
2,16698,1144,0.03246287815272808
2,16698,1907,0.08982163853943348
2,16698,2510,0.05995039828121662
2,16698,2826,0.06518163718283176
2,16698,4507,0.18111476674675941
2,16698,6201,0.24061859585344791
2,16698,6937,0.265609472990036
2,16698,8479,0.32139988616108894
2,16698,9075,0.3406153991818428
2,16698,10566,0.16319588758051395
2,16698,10968,0.17039524391293526
2,16698,11354,0.17396407201886177
2,16698,13014,0.1947954297065735
2,16698,13681,0.5038436502218246
2,16698,16048,0.2337221521884203
2,22485,256,0.024047447368502617
2,22485,361,0.025791814550757408
2,22485,512,0.029711052775382996
2,22485,1144,0.062174396589398384
2,22485,1907,0.09122933261096478
2,22485,2509,0.1123654656112194
2,22485,3213,0.13663573190569878
2,22485,4738,0.19039493054151535
2,22485,6201,0.24460209533572197
2,22485,6937,0.2694821450859308
2,22485,8192,0.3133360296487808
2,22485,8968,0.3423914313316345
2,22485,9495,0.3626313991844654
2,22485,10776,0.40631042793393135
2,22485,11128,0.4186618607491255
2,22485,13014,0.48709195107221603
2,22485,13856,0.5160029977560043
2,22485,15919,0.591089716181159
2,23469,256,0.02345559187233448
2,23469,512,0.029551563784480095
2,23469,1144,0.06287824362516403
2,23469,1907,0.09185425005853176
2,23469,2509,0.11255708523094654
2,23469,3213,0.13857265003025532
2,23469,4738,0.1907474361360073
2,23469,6201,0.24407380260527134
2,23469,6937,0.27338601648807526
2,23469,8192,0.31460076570510864
2,23469,8968,0.34403963945806026
2,23469,9495,0.3637028858065605
2,23469,10776,0.4074459429830313
2,23469,11128,0.4211252089589834
2,23469,13014,0.4890761338174343
2,23469,13856,0.5193308461457491
2,23469,16048,0.5980494897812605
2,24548,256,0.024399487301707268
2,24548,512,0.029854942113161087
2,24548,1024,0.05628657527267933
2,24548,1907,0.0909899827092886
2,24548,2509,0.11242926120758057
2,24548,3213,0.137068098410964
2,24548,4738,0.12423726730048656
2,24548,6201,0.24450593627989292
2,24548,6937,0.2716577146202326
2,24548,8479,0.3287761937826872
2,24548,8977,0.3445995971560478
2,24548,10404,0.2461059484630823
2,24548,10776,0.25386596098542213
2,24548,11128,0.2632893156260252
2,24548,12379,0.4693798255175352
2,24548,13856,0.32020010985434055
2,24548,15919,0.5972974468022585
2,24807,361,0.026655150577425957
2,24807,790,0.03579095937311649
2,24807,1743,0.08401391096413136
2,24807,2108,0.09761308319866657
2,24807,2642,0.11705304495990276
2,24807,4133,0.1718834973871708
2,24807,5647,0.22684200666844845
2,24807,6693,0.26308163069188595
2,24807,7269,0.28588087297976017
2,24807,8766,0.33991155214607716
2,24807,9075,0.3500233869999647
2,24807,10509,0.40248618461191654
2,24807,10968,0.4189654719084501
2,24807,12102,0.45869313180446625
2,24807,13315,0.503539340570569
2,24807,15086,0.5686578806489706
2,24807,16384,0.6137450691312551
2,25346,1144,0.06299070082604885
2,25346,2048,0.09444565512239933
2,25346,2510,0.07708650082349777
2,25346,4096,0.10892562568187714
2,25346,5338,0.13822107575833797
2,25346,6517,0.2577374689280987
2,25346,7234,0.17938809469342232
2,25346,8192,0.19853957928717136
2,25346,8968,0.21772249601781368
2,25346,9110,0.22010691463947296
2,25346,10509,0.4016060847789049
2,25346,11015,0.4202930722385645
2,25346,12379,0.4700364079326391
2,25346,13856,0.2998004201799631
2,25346,15919,0.5976813845336437
2,25832,361,0.02659158781170845
2,25832,779,0.03707106225192547
2,25832,1144,0.04319869913160801
2,25832,2048,0.05574291571974754
2,25832,2287,0.10604504495859146
2,25832,2826,0.08439738303422928
2,25832,4507,0.18461886793375015
2,25832,5756,0.1501718070358038
2,25832,6693,0.2643936313688755
2,25832,8149,0.31696842052042484
2,25832,8795,0.3413993399590254
2,25832,9495,0.36714295856654644
2,25832,10776,0.19439496099948883
2,25832,11128,0.20044296979904175
2,25832,12379,0.47123595140874386
2,25832,13681,0.5181154701858759
2,25832,16048,0.2790174912661314
2,26195,256,0.024415086954832077
2,26195,512,0.02879905514419079
2,26195,779,0.03737513907253742
2,26195,1144,0.06342236883938313
2,26195,2048,0.09561353363096714
2,26195,2509,0.11319760233163834
2,26195,4096,0.16909954138100147
2,26195,5338,0.21626707166433334
2,26195,6517,0.260521424934268
2,26195,7234,0.28628110885620117
2,26195,8479,0.3309359308332205
2,26195,8977,0.35000802017748356
2,26195,10404,0.3998945467174053
2,26195,10864,0.4189338069409132
2,26195,11354,0.4359737504273653
2,26195,13249,0.5050110630691051
2,26195,14925,0.5671700928360224
2,26195,16135,0.6098570302128792
2,26362,512,0.029039569199085236
2,26362,1144,0.06374274380505085
2,26362,2048,0.09492551907896996
2,26362,2510,0.11346908286213875
2,26362,4096,0.1692119985818863
2,26362,5338,0.1417731400579214
2,26362,6201,0.24639395996928215
2,26362,6937,0.2735292073339224
2,26362,8479,0.33101579174399376
2,26362,8977,0.34866342321038246
2,26362,10404,0.25407341308891773
2,26362,10864,0.26610586792230606
2,26362,11354,0.2783769741654396
2,26362,13249,0.5048518069088459
2,26362,14925,0.5662899930030107
2,26362,16384,0.3498790320008993
2,26616,779,0.038255006074905396
2,26616,1144,0.04532700404524803
2,26616,2108,0.0697264913469553
2,26616,2642,0.08233380503952503
2,26616,4096,0.09065400809049606
2,26616,4738,0.1285888720303774
2,26616,6201,0.24850619956851006
2,26616,6937,0.2728735562413931
2,26616,8192,0.154188834130764
2,26616,8968,0.17991545610129833
2,26616,9110,0.22852257825434208
2,26616,10404,0.25794515386223793
2,26616,10864,0.18850760534405708
2,26616,11354,0.2810333389788866
2,26616,13249,0.5072990898042917
2,26616,14925,0.5708979442715645
2,26616,16384,0.2749050036072731
2,28760,512,0.03334297798573971
2,28760,1144,0.04623853601515293
2,28760,2048,0.060366466641426086
2,28760,2510,0.11586886830627918
2,28760,4096,0.09326194413006306
2,28760,5338,0.1453880686312914
2,28760,6201,0.25272974744439125
2,28760,6937,0.27882540598511696
2,28760,8479,0.3375599626451731
2,28760,8977,0.3564071375876665
2,28760,10404,0.2652416005730629
2,28760,10864,0.20393100567162037
2,28760,11354,0.2888091839849949
2,28760,13014,0.32578385435044765
2,28760,13681,0.5304350052028894
2,28760,16048,0.2937524113804102
2,30348,256,0.025982968509197235
2,30348,512,0.030047260224819183
2,30348,790,0.04815775901079178
2,30348,1205,0.06716628558933735
2,30348,2108,0.09938911534845829
2,30348,2642,0.12057297863066196
2,30348,4133,0.17610727809369564
2,30348,5647,0.23472984321415424
2,30348,6693,0.2724889200180769
2,30348,7269,0.295368954539299
2,30348,8766,0.2290504053235054
2,30348,9075,0.3597671166062355
2,30348,10509,0.41661388240754604
2,30348,11015,0.43606897816061974
2,30348,12379,0.48864400014281273
2,30348,13856,0.3677352797240019
2,30348,15919,0.6207211408764124
2,30909,361,0.02735876478254795
2,30909,790,0.049903057515621185
2,30909,1743,0.08766190148890018
2,30909,2287,0.10935752652585506
2,30909,2826,0.12836512178182602
2,30909,4507,0.1907641999423504
2,30909,5756,0.23770611733198166
2,30909,6693,0.27496879920363426
2,30909,7269,0.29663299210369587
2,30909,8766,0.35343156196177006
2,30909,9075,0.3621990326792002
2,30909,10566,0.42218202725052834
2,30909,10968,0.43533346615731716
2,30909,12102,0.47805183567106724
2,30909,13315,0.5249311216175556
2,30909,15086,0.5928652826696634
2,30909,16384,0.6380483973771334
2,31902,1205,0.06687804125249386
2,31902,2108,0.10127807036042213
2,31902,2642,0.12068520300090313
2,31902,4133,0.17809146083891392
2,31902,5647,0.23559434339404106
2,31902,6693,0.27532107196748257
2,31902,8149,0.33128797076642513
2,31902,8795,0.3576716408133507
2,31902,9495,0.38325460627675056
2,31902,10776,0.2993366215378046
2,31902,11128,0.30810385942459106
2,31902,12379,0.49421144649386406
2,31902,13856,0.3728223964571953
2,31902,15919,0.6292329635471106
2,32768,361,0.027551548555493355
2,32768,512,0.032335054129362106
2,32768,1144,0.04756706766784191
2,32768,1907,0.09556603617966175
2,32768,2509,0.11876481585204601
2,32768,3213,0.14510052278637886
2,32768,5338,0.1514360774308443
2,32768,6201,0.2595775295048952
2,32768,6937,0.2864731941372156
2,32768,8192,0.1664920710027218
2,32768,8968,0.180491479113698
2,32768,9110,0.22394582629203796
2,32768,10509,0.4231249913573265
2,32768,11015,0.4429970867931843
2,32768,13014,0.30220067128539085
2,32768,13681,0.5445785354822874
2,32768,16048,0.299208564683795
2,34372,256,0.02507166936993599
2,34372,512,0.030463095754384995
2,34372,790,0.0533906277269125
2,34372,1205,0.06843009032309055
2,34372,2108,0.10220496915280819
2,34372,2642,0.12202956713736057
2,34372,4133,0.18214015290141106
2,34372,5647,0.2390020526945591
2,34372,6693,0.2801374066621065
2,34372,7269,0.3018800634890795
2,34372,8479,0.35082409158349037
2,34372,8977,0.3666789270937443
2,34372,10404,0.46560424380004406
2,34372,10864,0.48537994734942913
2,34372,11354,0.508707482367754
2,34372,13249,0.5322108045220375
2,34372,14925,0.5989614874124527
2,34372,16135,0.6453439127653837
2,34660,790,0.05297455936670303
2,34660,1205,0.06844685412943363
2,34660,2108,0.10265316814184189
2,34660,2642,0.12287707068026066
2,34660,4133,0.18055597320199013
2,34660,5647,0.2405061386525631
2,34660,6693,0.2804570831358433
2,34660,7269,0.3014164976775646
2,34660,8766,0.3962938208132982
2,34660,9075,0.37296698428690434
2,34660,10509,0.427846098318696
2,34660,10864,0.4844199866056442
2,34660,12102,0.5376988556236029
2,34660,13315,0.5369465798139572
2,34660,15086,0.6640320643782616
2,34660,16384,0.715902540832758
2,34850,1144,0.06631831638514996
2,34850,2048,0.09962939657270908
2,34850,2510,0.11841277591884136
2,34850,4096,0.19485922530293465
2,34850,5338,0.25165779516100883
2,34850,6517,0.2748733386397362
2,34850,7234,0.33179926685988903
2,34850,8479,0.351079273968935
2,34850,8977,0.36922283470630646
2,34850,9495,0.39031077176332474
2,34850,10776,0.48376433551311493
2,34850,11128,0.49640401266515255
2,34850,13014,0.5761622451245785
2,34850,13856,0.6105289794504642
2,34850,16048,0.7038386538624763
2,35906,779,0.051646726205945015
2,35906,1024,0.061854952946305275
2,35906,2048,0.10082963854074478
2,35906,2287,0.11060573160648346
2,35906,2826,0.1314531546086073
2,35906,4507,0.19820290617644787
2,35906,5756,0.2717208117246628
2,35906,6918,0.3203279338777065
2,35906,8149,0.3428719937801361
2,35906,8795,0.36584725603461266
2,35906,9110,0.41176588274538517
2,35906,10566,0.43746153824031353
2,35906,11015,0.4549010191112757
2,35906,12379,0.507683027535677
2,35906,13681,0.5588659550994635
2,35906,15919,0.6465120241045952
2,36285,256,0.02550426870584488
2,36285,361,0.028175534680485725
2,36285,779,0.05287886597216129
2,36285,1024,0.06039859727025032
2,36285,1907,0.09500537998974323
2,36285,2509,0.12084539048373699
2,36285,3213,0.14722836203873158
2,36285,4738,0.20709889940917492
2,36285,6201,0.2634660340845585
2,36285,6937,0.2938644029200077
2,36285,8192,0.3421355504542589
2,36285,8968,0.3726629074662924
2,36285,9495,0.3947264049202204
2,36285,10776,0.4450774285942316
2,36285,11128,0.45811664313077927
2,36285,13014,0.5346424877643585
2,36285,13856,0.5656338762491941
2,36285,16048,0.6519518792629242
2,36850,512,0.0308153685182333
2,36850,790,0.0529424287378788
2,36850,1144,0.06588711403310299
2,36850,1743,0.09049405343830585
2,36850,2287,0.11137290857732296
2,36850,2826,0.132780522108078
2,36850,4507,0.1979635562747717
2,36850,5756,0.2711776178330183
2,36850,6918,0.31901663169264793
2,36850,8149,0.3402640577405691
2,36850,8795,0.3683110699057579
2,36850,9110,0.41203806176781654
2,36850,10566,0.47482061199843884
2,36850,11015,0.4553324542939663
2,36850,12379,0.5082751158624887
2,36850,13681,0.560130225494504
2,36850,15919,0.6485600024461746
2,36986,256,0.025199493393301964
2,36986,361,0.028175069019198418
2,36986,779,0.05198270082473755
2,36986,1024,0.06044656038284302
2,36986,1743,0.08945399895310402
2,36986,2287,0.11038151569664478
2,36986,2510,0.12028496712446213
2,36986,4096,0.181468203663826
2,36986,5338,0.23144995793700218
2,36986,6517,0.2785527613013983
2,36986,7234,0.3333680797368288
2,36986,8479,0.35613495856523514
2,36986,8977,0.3757511731237173
2,36986,10404,0.4676850512623787
2,36986,10864,0.4869799595326185
2,36986,11354,0.508482800796628
2,36986,13249,0.5439070519059896
2,36986,14925,0.6089929956942797
2,36986,16135,0.6573922000825405
2,37797,1024,0.06030243821442127
2,37797,1205,0.06943847984075546
2,37797,2108,0.10492559522390366
2,37797,2642,0.12500490993261337
2,37797,4133,0.18482771702110767
2,37797,5647,0.24481001310050488
2,37797,6693,0.28728856705129147
2,37797,7269,0.3099278546869755
2,37797,8766,0.3677825443446636
2,37797,9075,0.3799272235482931
2,37797,10404,0.43261353857815266
2,37797,10864,0.44990889728069305
2,37797,11354,0.47219637781381607
2,37797,13249,0.5467226728796959
2,37797,14925,0.6146731320768595
2,37797,16135,0.6620001513510942
2,38032,1144,0.05059037357568741
2,38032,2048,0.07254257798194885
2,38032,2509,0.12081349268555641
2,38032,2826,0.13191672042012215
2,38032,4507,0.19905087538063526
2,38032,5756,0.26980158872902393
2,38032,6918,0.31783198937773705
2,38032,8149,0.34330389462411404
2,38032,8968,0.21164328791201115
2,38032,9110,0.411077868193388
2,38032,10566,0.4754278343170881
2,38032,11128,0.26034493930637836
2,38032,12379,0.5117314867675304
2,38032,13315,0.5492349155247211
2,38032,16048,0.3654791507869959
2,38032,16384,0.37296698428690434
2,38542,1907,0.09766151197254658
2,38542,2287,0.11071725748479366
2,38542,2826,0.13335724361240864
2,38542,4507,0.20100316032767296
2,38542,5756,0.24858582764863968
2,38542,6918,0.31899986788630486
2,38542,8149,0.34408760257065296
2,38542,8795,0.3712063189595938
2,38542,9110,0.38517522625625134
2,38542,10566,0.44202106073498726
2,38542,10968,0.45730103738605976
2,38542,12102,0.5013479385524988
2,38542,13315,0.5517303943634033
2,38542,15086,0.6227369885891676
2,38542,16384,0.5062271375209093
2,38727,1205,0.06975815631449223
2,38727,2108,0.10635005310177803
2,38727,2642,0.12585241347551346
2,38727,4133,0.18682749941945076
2,38727,5647,0.246153911575675
2,38727,6517,0.28402521274983883
2,38727,7234,0.3101357724517584
2,38727,8479,0.3599755000323057
2,38727,8977,0.3796708770096302
2,38727,10404,0.43755793012678623
2,38727,10864,0.45429286547005177
2,38727,11354,0.4722285084426403
2,38727,13249,0.5484989378601313
2,38727,14925,0.6190086714923382
2,38727,16135,0.6644953973591328
2,41679,779,0.05257502198219299
2,41679,1144,0.06647896952927113
2,41679,2048,0.10209297761321068
2,41679,2510,0.1229732297360897
2,41679,4096,0.18425076268613338
2,41679,5338,0.23673009127378464
2,41679,6517,0.28632860630750656
2,41679,7234,0.31280796974897385
2,41679,8479,0.36552688106894493
2,41679,8977,0.3855745308101177
2,41679,10404,0.4424694925546646
2,41679,10864,0.4608849994838238
2,41679,11354,0.4834758583456278
2,41679,13249,0.5588820204138756
2,41679,14925,0.6272646132856607
2,41679,16135,0.6776794325560331
2,45085,790,0.05510239861905575
2,45085,1743,0.09422213770449162
2,45085,2108,0.10860548354685307
2,45085,2826,0.13890862464904785
2,45085,4507,0.20724302157759666
2,45085,5756,0.2608892973512411
2,45085,6918,0.3110326360911131
2,45085,8149,0.361862825229764
2,45085,8795,0.3886150661855936
2,45085,9110,0.39970199577510357
2,45085,10566,0.46304473653435707
2,45085,11015,0.4818758461624384
2,45085,12379,0.5387058481574059
2,45085,13681,0.5919374525547028
2,45085,15919,0.6874552927911282
2,45120,256,0.034383032470941544
2,45120,512,0.03438349813222885
2,45120,1024,0.052638351917266846
2,45120,1743,0.09487802162766457
2,45120,2108,0.11031725443899632
2,45120,2642,0.13114907778799534
2,45120,4133,0.19554700702428818
2,45120,5647,0.2586015034466982
2,45120,6693,0.30360836535692215
2,45120,7269,0.3275279887020588
2,45120,8766,0.3897503484040499
2,45120,9075,0.4020698834210634
2,45120,10509,0.4627250600606203
2,45120,10968,0.3014327958226204
2,45120,12102,0.530690886080265
2,45120,13315,0.5807541310787201
2,45120,15086,0.654800096526742
2,45120,16384,0.4346615169197321
2,45445,1205,0.0728941522538662
2,45445,2108,0.11012493632733822
2,45445,2642,0.1312124077230692
2,45445,4133,0.19409111700952053
2,45445,5338,0.24488987401127815
2,45445,6517,0.29519270174205303
2,45445,7234,0.32331980764865875
2,45445,8479,0.37755840457975864
2,45445,8977,0.3979580942541361
2,45445,10404,0.45819650404155254
2,45445,10864,0.4750762600451708
2,45445,11354,0.4978915676474571
2,45445,13249,0.5767701659351587
2,45445,14925,0.6491360254585743
2,45445,16135,0.6985589861869812
2,45677,790,0.05463906563818455
2,45677,1205,0.07223803550004959
2,45677,2108,0.10918104089796543
2,45677,2510,0.1257250551134348
2,45677,3213,0.15462073497474194
2,45677,4738,0.21847453899681568
2,45677,6201,0.2804095856845379
2,45677,6937,0.3122803755104542
2,45677,8192,0.36240718327462673
2,45677,8968,0.39706192910671234
2,45677,9495,0.42039016261696815
2,45677,10776,0.4730604123324156
2,45677,11128,0.48754015006124973
2,45677,13014,0.5679065361618996
2,45677,13856,0.602801563218236
2,45677,16048,0.6939030718058348
2,46992,361,0.02854294143617153
2,46992,779,0.05415896885097027
2,46992,1024,0.055039068683981895
2,46992,1743,0.09566196240484715
2,46992,2287,0.11756480671465397
2,46992,2826,0.1397724263370037
2,46992,4133,0.19585108384490013
2,46992,5647,0.26023341342806816
2,46992,6693,0.303016509860754
2,46992,7269,0.32890401780605316
2,46992,8766,0.39261416532099247
2,46992,9075,0.40386198088526726
2,46992,10509,0.4679560661315918
2,46992,11128,0.32040802761912346
2,46992,12379,0.545714283362031
2,46992,13681,0.6001293659210205
2,46992,16048,0.43683755211532116
2,49021,256,0.028223032131791115
2,49021,512,0.04083104431629181
2,49021,790,0.05638250149786472
2,49021,1144,0.06966199725866318
2,49021,1907,0.10177353397011757
2,49021,2287,0.1196607481688261
2,49021,2826,0.14202832244336605
2,49021,4507,0.21293899044394493
2,49021,5756,0.2665852662175894
2,49021,6918,0.31655188649892807
2,49021,8149,0.3723104018718004
2,49021,8795,0.3980544861406088
2,49021,9110,0.4125656560063362
2,49021,10566,0.4746920894831419
2,49021,11015,0.4952838644385338
2,49021,12379,0.5538908299058676
2,49021,13681,0.6070893723517656
2,49021,15919,0.7069271523505449
2,49371,256,0.02675154246389866
2,49371,512,0.0411192886531353
2,49371,1024,0.06471807137131691
2,49371,1743,0.0963334459811449
2,49371,2287,0.11966098099946976
2,49371,2826,0.14234846457839012
2,49371,4507,0.21458696573972702
2,49371,5756,0.26794523000717163
2,49371,6918,0.3205046523362398
2,49371,8149,0.3706631250679493
2,49371,8795,0.40021445602178574
2,49371,9110,0.41231000795960426
2,49371,10566,0.47446833923459053
2,49371,11015,0.4960999358445406
2,49371,12379,0.555089907720685
2,49371,13681,0.6090730894356966
2,49371,15086,0.67310337908566
2,49371,16384,0.7248939946293831
2,49560,2108,0.1115170307457447
2,49560,2642,0.13418891467154026
2,49560,4133,0.19845878705382347
2,49560,5647,0.26434543542563915
2,49560,6693,0.3089199308305979
2,49560,7269,0.3346959128975868
2,49560,8766,0.39944611489772797
2,49560,9075,0.41035772301256657
2,49560,10509,0.4751242231577635
2,49560,10864,0.3328078892081976
2,49560,11354,0.5101475398987532
2,49560,13249,0.5931856576353312
2,49560,14925,0.6655997131019831
2,49560,16135,0.7160138338804245
2,51615,1205,0.0741579569876194
2,51615,2048,0.10908558033406734
2,51615,2510,0.13054092414677143
2,51615,4096,0.1974350307136774
2,51615,5338,0.2535940147936344
2,51615,6517,0.3064884804189205
2,51615,7234,0.3365518059581518
2,51615,8479,0.3942300099879503
2,51615,8968,0.4145179409533739
2,51615,9495,0.43550925329327583
2,51615,10776,0.49313995987176895
2,51615,11128,0.5098599940538406
2,51615,13014,0.5925130099058151
2,51615,13856,0.6311684846878052
2,51615,16048,0.7251498755067587
2,52338,512,0.042526982724666595
2,52338,790,0.056687043979763985
2,52338,1144,0.07167784497141838
2,52338,2048,0.1101568341255188
2,52338,2510,0.1309085637331009
2,52338,4096,0.20098709501326084
2,52338,5338,0.2565861213952303
2,52338,6517,0.3083606716245413
2,52338,7234,0.3399921115487814
2,52338,8479,0.396886607632041
2,52338,8977,0.41717360727488995
2,52338,10404,0.481204129755497
2,52338,10864,0.5013479385524988
2,52338,11354,0.5235711578279734
2,52338,13249,0.608561560511589
2,52338,14925,0.6845747120678425
2,52338,16135,0.7367660291492939
2,58075,1024,0.06707035936415195
2,58075,1743,0.10146968998014927
2,58075,2287,0.12641306966543198
2,58075,2826,0.149628147482872
2,58075,4507,0.2283942885696888
2,58075,5756,0.28466503135859966
2,58075,6918,0.33954367972910404
2,58075,7269,0.35482319071888924
2,58075,8766,0.4248542245477438
2,58075,9075,0.43878937140107155
2,58075,10509,0.5074434448033571
2,58075,10968,0.5263073835521936
2,58075,12102,0.5811695009469986
2,58075,13315,0.6361918058246374
2,58075,15086,0.7195505313575268
2,58075,16384,0.7777088321745396
2,59645,1743,0.1017421018332243
2,59645,2287,0.1274531241506338
2,59645,2826,0.15063700266182423
2,59645,4507,0.22956263273954391
2,59645,5756,0.2890327014029026
2,59645,6918,0.34186337143182755
2,59645,8149,0.4015103913843632
