seq,dim,t_measured_ms
2,165,0.09977351874113083
2,293,0.09331014007329941
2,512,0.09452458471059799
2,749,0.09676627814769745
2,870,0.09135715663433075
2,1044,0.08959881961345673
2,1467,0.0936286523938179
2,1551,0.09193364530801773
2,1648,0.09391643106937408
2,1897,0.09094178676605225
2,1998,0.0926060602068901
2,2167,0.0906866043806076
2,2245,0.09145401418209076
2,2363,0.09148474782705307
2,2388,0.09154994040727615
2,2431,0.09036529809236526
2,2820,0.08659064769744873
2,3098,0.08626934140920639
2,3272,0.08921418339014053
2,3767,0.08809380233287811
2,4052,0.08834991604089737
2,4266,0.08886214345693588
2,4412,0.0840621069073677
2,4519,0.0826539471745491
2,4780,0.08210912346839905
2,5224,0.08271820843219757
2,5313,0.08076615631580353
2,5453,0.0818539410829544
2,5894,0.08159782737493515
2,6124,0.08255802094936371
2,6357,0.08236616849899292
2,6572,0.08227024227380753
2,6650,0.08531007915735245
2,6775,0.0830385833978653
2,6849,0.08185300976037979
2,7060,0.08162949234247208
2,7288,0.08108653128147125
2,7429,0.08086208254098892
2,7601,0.08188560605049133
2,7778,0.08284486830234528
2,8009,0.07926207035779953
2,8165,0.08338969200849533
2,8332,0.08354894816875458
2,8466,0.0855661928653717
2,8617,0.08287839591503143
2,8878,0.08319783955812454
2,8954,0.08303765207529068
2,9085,0.07990282028913498
2,9211,0.08620601147413254
2,9393,0.08236616849899292
2,9715,0.08342135697603226
2,9881,0.08041225373744965
2,10105,0.08729379624128342
2,10712,0.086173415184021
2,11022,0.08642859756946564
2,11336,0.08451007306575775
2,11507,0.08262135088443756
2,11672,0.08313450962305069
2,12273,0.08086208254098892
2,12377,0.08342135697603226
2,12596,0.08217338472604752
2,12996,0.07695797830820084
2,13123,0.08054263889789581
2,13700,0.07926207035779953
2,13978,0.08153263479471207
2,14182,0.08105486631393433
2,14524,0.08662231266498566
2,14609,0.08483044803142548
2,14924,0.0821724534034729
2,15130,0.08294172585010529
2,15246,0.08226931095123291
2,15594,0.08057337254285812
2,15854,0.08783768862485886
2,16047,0.0841580331325531
2,16222,0.08227024227380753
4,128,0.08182134479284286
4,293,0.08249469101428986
4,502,0.08162949234247208
4,749,0.07999781519174576
4,856,0.07842946797609329
4,1044,0.08067023009061813
4,1469,0.0820457935333252
4,1615,0.08271820843219757
4,1932,0.08582137525081635
4,2149,0.081661157310009
4,2245,0.08182227611541748
4,2363,0.08326210081577301
4,2421,0.07983855903148651
4,2820,0.08143763989210129
4,3098,0.08236616849899292
4,3728,0.08067023009061813
4,3791,0.08550193160772324
4,4266,0.08108559995889664
4,4412,0.08348561823368073
4,4561,0.08502043783664703
4,5195,0.08319783955812454
4,5405,0.08223764598369598
4,5604,0.08444581180810928
4,5970,0.08137430995702744
4,6357,0.0827498733997345
4,6647,0.08255802094936371
4,6811,0.07929466664791107
4,7026,0.08614268153905869
4,7081,0.08099060505628586
4,7557,0.0822385773062706
4,7686,0.08207838982343674
