M,N,K,t_measured_ms
2,36986,11128,0.5079868715256453
2,36986,13014,0.5873939953744411
2,36986,13856,0.6226405967026949
2,36986,16048,0.712414737790823
2,37797,779,0.05721440538764
2,37797,1144,0.07123034447431564
2,37797,2048,0.10690931230783463
2,37797,2510,0.12439698912203312
2,37797,4096,0.18834741786122322
2,37797,5338,0.23762579075992107
2,37797,6517,0.2883451525121927
2,37797,7234,0.3107767552137375
2,37797,8479,0.36522350274026394
2,37797,8977,0.3848059568554163
2,37797,10509,0.444773118942976
2,37797,10968,0.4612044431269169
2,37797,12102,0.5052194464951754
2,37797,13315,0.5566740874201059
2,37797,15086,0.6252643652260303
2,37797,16384,0.6724793929606676
2,38032,1205,0.07260567508637905
2,38032,2108,0.10670186020433903
2,38032,2642,0.12882892042398453
2,38032,4133,0.18895533867180347
2,38032,5647,0.24783355183899403
2,38032,6693,0.28884108178317547
2,38032,7269,0.31248852610588074
2,38032,8766,0.40230993181467056
2,38032,9075,0.3831589128822088
2,38032,10509,0.44179707765579224
2,38032,10968,0.264857430011034
2,38032,12102,0.5424025002866983
2,38032,13681,0.5671544931828976
2,38032,15919,0.6548960227519274
2,38542,361,0.03004702739417553
2,38542,779,0.05779019556939602
2,38542,1024,0.06340676918625832
2,38542,1743,0.0946694053709507
2,38542,2509,0.1260929275304079
2,38542,3213,0.15377230010926723
2,38542,4738,0.21439441479742527
2,38542,6201,0.2728095278143883
2,38542,6937,0.30199182219803333
2,38542,8192,0.3772224299609661
2,38542,8968,0.3858304116874933
2,38542,9495,0.4084059037268162
2,38542,10776,0.4541170783340931
2,38542,11128,0.4689325578510761
2,38542,13014,0.5473948549479246
2,38542,13856,0.58030616492033
2,38542,16048,0.7129097357392311
2,38727,361,0.031247269362211227
2,38727,779,0.05785399116575718
2,38727,1024,0.0669737346470356
2,38727,1907,0.10057375766336918
2,38727,2509,0.12697302736341953
2,38727,3213,0.15565985813736916
2,38727,4738,0.21617021411657333
2,38727,6201,0.2715294249355793
2,38727,6937,0.30356040224432945
2,38727,8192,0.3497833386063576
2,38727,8968,0.3844865132123232
2,38727,9495,0.40552602149546146
2,38727,10776,0.4577646031975746
2,38727,11128,0.46982779167592525
2,38727,13014,0.5478106904774904
2,38727,13856,0.5794411990791559
2,38727,16048,0.6694719195365906
2,41679,1024,0.066366046667099
2,41679,1907,0.10132510215044022
2,41679,2509,0.12769317254424095
2,41679,3213,0.15601213090121746
2,41679,4738,0.21815509535372257
2,41679,6201,0.2788575366139412
2,41679,6937,0.3090319223701954
2,41679,8192,0.3574469592422247
2,41679,8968,0.3891591913998127
2,41679,9495,0.4121498204767704
2,41679,10776,0.4627886228263378
2,41679,11128,0.4774599801748991
2,41679,13014,0.5573306698352098
2,41679,13856,0.5862410180270672
2,41679,16048,0.6776482332497835
2,45085,779,0.05527888424694538
2,45085,1205,0.07291021756827831
2,45085,2287,0.1195971854031086
2,45085,2642,0.13522873632609844
2,45085,4133,0.19642687402665615
2,45085,5647,0.26052165776491165
2,45085,6693,0.3038959112018347
2,45085,7269,0.33026374876499176
2,45085,8766,0.38906303234398365
2,45085,9075,0.40419865399599075
2,45085,10509,0.4665323067456484
2,45085,10968,0.48331613652408123
2,45085,12102,0.5332347936928272
2,45085,13315,0.5823376122862101
2,45085,15086,0.6578878965228796
2,45085,16384,0.7075031753629446
2,45120,2287,0.12292503379285336
2,45120,2826,0.14255661517381668
2,45120,4507,0.21530617959797382
2,45120,5756,0.26693777181208134
2,45120,6918,0.3180245403200388
2,45120,8149,0.3689511213451624
2,45120,8795,0.3940700553357601
2,45120,9495,0.42582955211400986
2,45120,10776,0.3085681237280369
2,45120,11015,0.49096415750682354
2,45120,13014,0.5764821544289589
2,45120,13856,0.38149463944137096
2,45120,15919,0.691903056576848
2,45445,512,0.04132697358727455
2,45445,790,0.059166690334677696
