seq,dim,t_measured_ms
44410,702,0.3559906035661697
44410,819,0.4055891185998916
44410,918,0.4438599571585655
44410,1406,0.6502550095319748
44410,1469,0.6780298426747322
44410,1585,0.7272772490978241
44410,1664,0.7548611611127853
44410,1994,0.8985679596662521
44410,2167,0.9694779291749
44410,2268,1.0102447122335434
44410,2377,1.0591717436909676
44410,2431,1.0785311460494995
44410,2841,1.254141330718994
44410,3226,1.4193542301654816
44410,3728,1.636500470340252
44410,3978,1.7431220039725304
44410,4302,1.8832143396139145
44410,4425,1.93636491894722
44410,4614,2.0131953060626984
44410,5224,2.269156277179718
44410,5449,2.359745092689991
44410,5874,2.553948201239109
44410,6124,2.665626816451549
44410,6490,2.8222929686307907
44410,6650,2.894290722906589
44410,6811,2.9581626877188683
44410,6968,3.0185123905539517
44410,7081,3.0762385576963425
44410,7429,3.211370669305325
44410,7686,3.333479166030884
44410,7917,3.4342454746365547
44410,8165,3.589024767279625
44410,8387,3.717469051480293
44410,8611,3.8075465708971024
44410,8878,3.9190957322716713
44410,8979,3.9662308990955353
44410,9164,4.033013246953487
44410,9393,4.125811159610748
44410,9731,4.252848215401173
44410,10011,4.407115280628204
44410,10325,4.5382799580693245
44410,10958,4.784258082509041
44410,11035,4.824545234441757
44410,11380,4.964156076312065
44410,11541,5.033562891185284
44410,11930,5.192247219383717
44410,12318,5.457135848701
44410,12577,5.615979433059692
44410,12908,5.7268887758255005
44410,13061,5.827398970723152
44410,13639,6.082654930651188
44410,13846,6.127070635557175
44410,14068,6.173244677484036
44410,14235,6.307961419224739
44410,14554,6.429142318665981
44410,14750,6.483732722699642
44410,14970,6.640337407588959
44410,15135,6.769867613911629
44410,15348,6.725550629198551
44410,15597,6.874249316751957
44410,15865,7.026501931250095
44410,16047,7.032101973891258
44410,16193,7.107588462531567
44410,16384,7.000389508903027
44619,2268,1.026468351483345
44619,2377,1.0720668360590937
44619,2431,1.0866913944482803
44619,2841,1.2660138309001925
44619,3226,1.4237379655241966
44619,3728,1.6323411837220192
44619,3978,1.7452659085392952
44619,4302,1.8913410604000087
44619,4425,1.9374853000044825
44619,4614,2.0247790962457657
44619,5224,2.278116531670093
44619,5449,2.385472878813744
44619,5874,2.5692759081721306
44619,6124,2.675577998161316
44619,6490,2.8352849185466766
44619,6650,2.900402992963791
44619,6811,2.9743853956460957
44619,6968,3.0284952372312546
44619,7081,3.091149963438511
44619,7429,3.2357871532440186
44619,7686,3.3420557156205177
44619,7917,3.447717055678368
44619,8165,3.6008646711707115
44619,8387,3.736349754035473
44619,8611,3.825339488685131
44619,8878,3.9238324388861656
44619,8979,3.9781350642442703
44619,9164,4.040788859128952
44619,9393,4.154321737587452
44619,9731,4.273518919944763
44619,10011,4.385322332382202
44619,10325,4.545256495475769
44619,10958,4.824704490602016
44619,11035,4.869215190410614
44619,11380,4.982267506420612
44619,11541,5.058266222476959
44619,11930,5.22997323423624
44619,12318,5.49783930182457
44619,12577,5.632522515952587
44619,12908,5.74020016938448
44619,13061,5.871908739209175
44619,13639,6.0007041320204735
44619,13846,6.126365624368191
44619,14068,6.212444044649601
44619,14235,6.378838792443276
44619,14554,6.460884585976601
44619,14750,6.671760231256485
44619,14970,6.682830862700939
44619,15135,6.702413782477379
44619,15348,6.7747971042990685
44619,15597,6.985767744481564
44619,15865,7.0920679718256
44619,16047,7.149826735258102
44619,16222,7.143938913941383
44619,16384,7.036070339381695
44723,1994,0.9111436083912848
44723,2167,0.98407082259655
44723,2268,1.0223723948001862
44723,2377,1.0670758783817291
44723,2431,1.0922271758317947
44723,2841,1.2648310512304306
44723,3226,1.4279941096901894
44723,3728,1.6443096101284027
44723,3978,1.7547057941555977
44723,4302,1.9031502306461332
44723,4425,1.9490374252200129
44723,4614,2.031754702329636
44723,5224,2.298083156347275
44723,5449,2.391391433775425
44723,5874,2.5749076157808304
44723,6124,2.6820730417966843
44723,6490,2.844148315489292
44723,6650,2.910611219704151
44723,6811,2.978929318487644
44723,6968,3.042510710656643
44723,7081,3.091951832175255
44723,7429,3.2366495579481125
44723,7686,3.352072089910507
44723,7917,3.4591713920235634
44723,8165,3.616481088101864
44723,8387,3.7412773817777634
44723,8611,3.843258135020733
44723,8878,3.9451122283935542
44723,8979,3.9878301322460175
44723,9164,4.041462205350399
44723,9393,4.159377887845039
44723,9731,4.304686561226845
44723,10011,4.4247787445783615
44723,10325,4.556551575660706
44723,10958,4.853024147450924
44723,11035,4.891167394816876
44723,11380,4.992444068193436
44723,11541,5.048826336860657
44723,11930,5.218487232923508
44723,12318,5.50212524831295
44723,12577,5.648299120366573
44723,12908,5.766215734183788
44723,13061,5.923811346292496
44723,13639,6.0815354809165
44723,13846,6.177212111651897
44723,14068,6.243865936994553
44723,14235,6.296536885201931
44723,14554,6.552530452609062
44723,14750,6.63524866104126
44723,14970,6.684782914817333
44723,15135,6.731918081641197
44723,15348,6.767884828150272
44723,15597,6.957927718758583
44723,15865,7.104995660483837
44723,16047,7.167777977883816
44723,16222,7.2028180584311485
44899,128,0.0936929136514663
44899,133,0.095069408416748
44899,165,0.1120930537581443
44899,256,0.1513240858912468
44899,293,0.176379457116127
44899,435,0.2397382631897926
44899,452,0.243290327489376
44899,502,0.265081413090229
44899,512,0.2641528844833374
44899,562,0.2923440188169479
44899,702,0.3503588959574699
44899,745,0.3679897636175155
44899,749,0.3688223659992218
44899,870,0.4211729392409324
44899,1044,0.4957308992743492
44899,1469,0.6828615441918373
44899,1615,0.7448755204677582
44899,1897,0.8630482479929924
44899,2048,0.9211916476488112
44899,2179,0.9840056300163268
44899,2312,1.039876602590084
44899,2409,1.0808669030666351
44899,2818,1.2511657550930977
44899,3086,1.370396465063095
44899,3272,1.4484096318483353
44899,3767,1.6638599336147308
44899,4096,1.8067993223667145
44899,4385,1.9419007003307345
44899,4519,1.999148167669773
44899,4858,2.1409038454294205
44899,5313,2.335970290005207
44899,5577,2.455390989780426
