M,N,K,t_measured_ms
2,8192,10509,0.18388335593044758
2,8192,11015,0.1939954236149788
2,8192,12379,0.2144109457731247
2,8192,13856,0.08975807577371597
2,8192,15919,0.26616943068802357
2,8981,361,0.027599046006798744
2,8981,1024,0.03740680404007435
2,8981,1907,0.05263928323984146
2,8981,2509,0.0629425048828125
2,8981,3213,0.07385388016700745
2,8981,4738,0.0932617112994194
2,8981,6201,0.11559715494513512
2,8981,6937,0.12558093294501305
2,8981,8192,0.14202785678207874
2,8981,8968,0.15425262972712517
2,8981,9495,0.16143638640642166
2,8981,10776,0.18097157590091228
2,8981,11128,0.18434785306453705
2,8981,13014,0.21143490448594093
2,8981,13856,0.22583408281207085
2,8981,16048,0.2570019569247961
2,11223,256,0.027135713025927544
2,11223,779,0.0352468341588974
2,11223,1205,0.042270636186003685
2,11223,2108,0.08860602974891663
2,11223,2642,0.08251005783677101
2,11223,4133,0.10958127677440643
2,11223,5647,0.13273232616484165
2,11223,6693,0.15239720232784748
2,11223,7269,0.16173976473510265
2,11223,8766,0.18868339248001575
2,11223,9075,0.19468343816697598
2,11223,10404,0.22164266556501389
2,11223,10864,0.2343938685953617
2,11223,11354,0.2359298523515463
2,11223,13249,0.26690494269132614
2,11223,14925,0.2959130797535181
2,11223,16135,0.3032563254237175
2,11905,790,0.03430293872952461
2,11905,1743,0.05799904465675354
2,11905,2108,0.09185401722788811
2,11905,2510,0.07537449710071087
2,11905,4096,0.10244548320770264
2,11905,5647,0.12970902025699615
2,11905,6693,0.15068426728248596
2,11905,7269,0.15905196778476238
2,11905,8766,0.18647592514753342
2,11905,9075,0.19169109873473644
2,11905,10509,0.2185390330851078
2,11905,10968,0.2253381535410881
2,11905,12102,0.24551409296691418
2,11905,13315,0.27650478295981884
2,11905,15086,0.30975230038166046
2,11905,16384,0.3235279582440853
2,11982,790,0.0363991130143404
2,11982,1743,0.05783839151263237
2,11982,2108,0.05115056410431862
2,11982,2642,0.05734246224164963
2,11982,4133,0.10298984125256538
2,11982,5647,0.1295169349759817
2,11982,6693,0.14999671839177608
2,11982,7269,0.1579481177031994
2,11982,8766,0.11815689504146576
2,11982,9075,0.19087595865130424
2,11982,10509,0.2184102777391672
2,11982,10968,0.14106766320765018
2,11982,12102,0.15319627709686756
2,11982,13315,0.2742807846516371
2,11982,15086,0.1846998929977417
2,11982,16135,0.316983787342906
2,13695,512,0.029215123504400253
2,13695,1144,0.04083104431629181
2,13695,2048,0.09188591502606869
2,13695,2510,0.08234987035393715
2,13695,4096,0.11249282397329807
2,13695,5338,0.1377405133098364
2,13695,6517,0.1630841288715601
2,13695,7234,0.17753173597157001
2,13695,8479,0.20453915931284428
2,13695,8977,0.21537113934755325
2,13695,10404,0.24623353965580463
2,13695,10864,0.2541861031204462
2,13695,11354,0.2626655623316765
2,13695,13249,0.2999766729772091
2,13695,14925,0.3329033497720957
2,13695,16135,0.3618153277784586
2,13914,779,0.03639888018369675
2,13914,1205,0.04327832721173763
2,13914,2108,0.056062592193484306
2,13914,2642,0.06353436037898064
2,13914,4133,0.11146906763315201
2,13914,5647,0.14254054985940456
2,13914,6693,0.16401195898652077
2,13914,7269,0.1751475501805544
2,13914,8766,0.1306682825088501
2,13914,8977,0.2104423474520445
2,13914,10404,0.1503010280430317
2,13914,10864,0.15468383207917213
2,13914,11354,0.15988387167453766
2,13914,13249,0.2937689423561096
2,13914,14925,0.3241361118853092
2,13914,16384,0.21892227232456207
2,14688,512,0.03580702468752861
2,14688,1205,0.04163081757724285
2,14688,2048,0.04438287578523159
2,14688,2510,0.05990290082991123
2,14688,3213,0.13636494986712933
2,14688,5338,0.0908456277102232
2,14688,6517,0.253802165389061
2,14688,7234,0.10745297186076641
2,14688,8192,0.09479769505560398
2,14688,8795,0.3279114607721567
2,14688,9495,0.35659922286868095
2,14688,10776,0.11689309030771255
2,14688,11015,0.41029416024684906
2,14688,13315,0.48488378524780273
2,14688,15086,0.19177095964550972
2,14688,16135,0.5871695466339588
2,16384,1024,0.03286357969045639
2,16384,2048,0.04563061520457268
2,16384,2509,0.1103011891245842
2,16384,4133,0.16813934780657291
2,16384,5647,0.22066710516810417
2,16384,6918,0.10298937559127808
2,16384,7269,0.2795772161334753
2,16384,8766,0.12375693768262863
2,16384,8977,0.3384239971637726
2,16384,10509,0.39203790947794914
2,16384,11354,0.15159579925239086
2,16384,13014,0.1707160845398903
2,16384,13681,0.5016999784857035
2,16384,16048,0.16378797590732574
2,16384,16135,0.5939209368079901
2,16698,2048,0.054974574595689774
2,16698,2509,0.11082901619374752
2,16698,4096,0.08030212484300137
2,16698,4738,0.08827028796076775
2,16698,5756,0.10258960537612438
2,16698,6918,0.11670100502669811
2,16698,7269,0.27877697721123695
2,16698,8766,0.1407167874276638
2,16698,8977,0.33843936398625374
2,16698,10509,0.39263046346604824
2,16698,11015,0.41046994738280773
2,16698,13249,0.4881802015006542
2,16698,14925,0.5475068464875221
2,16698,16384,0.2371305599808693
2,22485,790,0.03649480640888214
2,22485,1743,0.08479785174131393
2,22485,2287,0.10470114648342133
2,22485,2826,0.12354878708720207
2,22485,4133,0.16999593935906887
2,22485,5647,0.2245230134576559
2,22485,6693,0.2619610168039799
2,22485,7269,0.28295349329710007
2,22485,8766,0.3356081433594227
2,22485,9075,0.3471274394541979
2,22485,10509,0.3989504184573889
2,22485,10968,0.41402201168239117
2,22485,12102,0.4560365341603756
2,22485,13315,0.4986594431102276
2,22485,15086,0.5634739063680172
2,22485,16384,0.6077932193875313
2,23469,1024,0.054687028750777245
2,23469,2048,0.09446078911423683
2,23469,2642,0.11687702499330044
2,23469,4133,0.17206021584570408
2,23469,5647,0.2252741251140833
2,23469,6693,0.26316195726394653
2,23469,7269,0.28298492543399334
2,23469,8766,0.3374321386218071
2,23469,9075,0.3484077751636505
2,23469,10509,0.39989384822547436
2,23469,10968,0.41578197851777077
2,23469,12102,0.45755645260214806
2,23469,13315,0.5012513138353825
2,23469,15086,0.5654580891132355
2,23469,16384,0.6127371452748775
2,24548,1144,0.06375880911946297
2,24548,2048,0.09530945681035519
2,24548,2510,0.113676767796278
2,24548,4096,0.16977195627987385
2,24548,5338,0.1384601928293705
2,24548,6517,0.2583456225693226
2,24548,7234,0.1788754016160965
2,24548,8192,0.19855494610965252
2,24548,8968,0.21653855219483376
2,24548,9110,0.21945033222436905
2,24548,10566,0.2511779312044382
2,24548,10968,0.2583935856819153
2,24548,12102,0.28343312442302704
2,24548,13315,0.5032841581851244
2,24548,15086,0.34695141948759556
2,24548,16135,0.6071208044886589
2,24807,1144,0.06356602534651756
2,24807,2048,0.096477335318923
2,24807,2510,0.11353311128914356
2,24807,4096,0.16857217997312546
2,24807,5338,0.2159785944968462
2,24807,6517,0.25794561952352524
2,24807,7234,0.2833206672221422
2,24807,8479,0.32927212305366993
2,24807,8977,0.3475749399513006
2,24807,10404,0.3985823132097721
2,24807,10864,0.41419733315706253
2,24807,11354,0.4337495192885399
2,24807,13249,0.5018441006541252
2,24807,14925,0.5621619056910276
2,24807,16135,0.6074411794543266
2,25346,1024,0.05724653601646423
2,25346,1907,0.09099021553993225
2,25346,2287,0.10578962974250317
2,25346,2826,0.08396594785153866
2,25346,4507,0.18605939112603664
2,25346,5756,0.14767679385840893
2,25346,6693,0.2638334408402443
2,25346,8149,0.31727226451039314
2,25346,8795,0.34149596467614174
2,25346,9495,0.367351109161973
2,25346,10776,0.25506620295345783
2,25346,11128,0.2631621900945902
2,25346,13014,0.3036889247596264
2,25346,13681,0.5175713449716568
2,25346,16048,0.3413993399590254
2,25832,256,0.03137486055493355
2,25832,512,0.03459095023572445
2,25832,790,0.03348710015416145
2,25832,1205,0.06588664837181568
2,25832,2108,0.07025455124676228
2,25832,2642,0.08026999421417713
2,25832,4133,0.1735319383442402
2,25832,5647,0.22642663680016994
2,25832,6918,0.17537199892103672
2,25832,7269,0.28684106655418873
2,25832,8766,0.2172267995774746
2,25832,9075,0.3509353846311569
2,25832,10566,0.259289750829339
2,25832,10968,0.1982350368052721
2,25832,12102,0.29290514066815376
2,25832,13315,0.5043391138315201
2,25832,15086,0.34504756331443787
2,25832,16135,0.6088332738727331
2,26195,1907,0.09177369065582752
2,26195,2510,0.11449353769421577
2,26195,3213,0.14033238403499126
2,26195,4738,0.19546737894415855
2,26195,6201,0.24885800667107105
2,26195,6937,0.2748570404946804
2,26195,8192,0.3195118624716997
2,26195,8795,0.34338352270424366
2,26195,9495,0.3675429616123438
2,26195,10776,0.4151256289333105
2,26195,11128,0.42614899575710297
2,26195,13014,0.4973001778125763
2,26195,13856,0.5270589608699083
2,26195,15919,0.6044814363121986
2,26362,256,0.02513546496629715
2,26362,779,0.03769504837691784
2,26362,1205,0.06732693873345852
2,26362,2108,0.09942147880792618
2,26362,2642,0.11708494275808334
2,26362,4133,0.173899345099926
2,26362,5647,0.22781803272664547
2,26362,6693,0.2669701352715492
2,26362,7269,0.2876250073313713
2,26362,8766,0.21884217858314514
2,26362,9075,0.35373494029045105
2,26362,10509,0.40535000152885914
2,26362,11015,0.4246300086379051
2,26362,12379,0.47294842079281807
2,26362,13856,0.30452036298811436
2,26362,15919,0.6040495354682207
2,26616,361,0.02795131877064705
2,26616,790,0.04006293602287769
2,26616,1743,0.08658994920551777
2,26616,2287,0.10543805547058582
2,26616,2826,0.08482998237013817
2,26616,4507,0.18581910990178585
2,26616,5756,0.15255599282681942
2,26616,6693,0.2662327606230974
2,26616,8149,0.31978427432477474
2,26616,8795,0.3454319667071104
2,26616,9495,0.36952714435756207
2,26616,10776,0.20282715559005737
2,26616,11128,0.2067789901047945
2,26616,12379,0.4752685781568289
2,26616,13856,0.23485766723752022
2,26616,15919,0.6071529351174831
2,28760,361,0.028030946850776672
2,28760,779,0.04351930692791939
2,28760,1205,0.06705406121909618
2,28760,2108,0.1009900588542223
2,28760,2642,0.12017297558486462
2,28760,4133,0.1756921410560608
2,28760,5647,0.23285788483917713
2,28760,6693,0.27124094776809216
2,28760,7269,0.2932727802544832
2,28760,8766,0.22497051395475864
2,28760,9075,0.3596227616071701
2,28760,10566,0.2692732959985733
2,28760,10968,0.2068269532173872
2,28760,12102,0.30578463338315487
2,28760,13315,0.518434913828969
2,28760,15086,0.37405500188469887
2,28760,16135,0.62331254594028
2,30348,1907,0.0926055945456028
2,30348,2509,0.1149249728769064
2,30348,3213,0.14234869740903378
2,30348,4738,0.19983528181910515
2,30348,6201,0.2541856374591589
2,30348,6937,0.2836729399859905
2,30348,8479,0.3399588167667389
2,30348,8977,0.3585829399526119
2,30348,10404,0.26770494878292084
2,30348,10864,0.27863355353474617
2,30348,11354,0.2930972259491682
2,30348,13249,0.5169794894754887
2,30348,14925,0.5801459774374962
2,30348,16135,0.6301605608314276
2,30909,1144,0.06510200910270214
2,30909,2048,0.0980934128165245
2,30909,2510,0.11702091433107853
2,30909,4096,0.17559528350830078
2,30909,5338,0.22333860397338867
2,30909,6517,0.2677056472748518
2,30909,7234,0.2948890905827284
2,30909,8479,0.3426475450396538
2,30909,8977,0.3607110120356083
2,30909,10404,0.41486998088657856
2,30909,10864,0.43248478323221207
2,30909,11354,0.4511564038693905
2,30909,13249,0.5245150532573462
2,30909,14925,0.5879695527255535
2,30909,16135,0.6335210055112839
2,31902,1024,0.059902435168623924
2,31902,1743,0.08850963786244392
2,31902,2287,0.10892492718994617
2,31902,2826,0.12866826727986336
2,31902,4507,0.19308296032249928
2,31902,5756,0.15905196778476238
2,31902,6918,0.1863478682935238
2,31902,7269,0.2985210157930851
2,31902,8766,0.23108208552002907
2,31902,9075,0.36578322760760784
2,31902,10404,0.2854648046195507
2,31902,10864,0.29680877923965454
2,31902,11354,0.30930410139262676
2,31902,13249,0.5248193629086018
2,31902,14925,0.5884501151740551
2,31902,16384,0.42663002386689186
2,32768,790,0.05150306969881058
2,32768,1743,0.09004585444927216
2,32768,2287,0.11062109842896461
2,32768,2826,0.13001286424696445
2,32768,4507,0.1946031115949154
2,32768,5756,0.16100401990115643
2,32768,6693,0.27815368957817554
2,32768,8149,0.33276015892624855
2,32768,8795,0.35672704689204693
2,32768,9495,0.3846944309771061
2,32768,10776,0.21212291903793812
2,32768,11128,0.21773879416286945
2,32768,12379,0.4939401987940073
2,32768,13856,0.2634816337376833
2,32768,15919,0.6293123587965965
2,34372,361,0.029535498470067978
2,34372,779,0.053309835493564606
2,34372,1024,0.06123003549873829
2,34372,1743,0.08977390825748444
2,34372,2287,0.11105346493422985
2,34372,2826,0.13100402429699898
2,34372,4507,0.196186825633049
2,34372,5756,0.2707133535295725
2,34372,6918,0.31949649564921856
2,34372,8149,0.33661583438515663
2,34372,8795,0.3601028583943844
2,34372,9110,0.41152583435177803
2,34372,10566,0.4730925429612398
2,34372,11015,0.4480211064219475
2,34372,12379,0.4994915798306465
2,34372,13681,0.5489466711878777
2,34372,15919,0.6365126464515924
2,34660,256,0.02558319829404354
2,34660,361,0.0287035945802927
2,34660,512,0.03166310489177704
2,34660,779,0.0523347407579422
2,34660,1144,0.06530992686748505
2,34660,2048,0.10043010115623474
2,34660,2510,0.11897343210875988
2,34660,4096,0.17890753224492073
2,34660,5338,0.22788229398429394
2,34660,6517,0.27386494912207127
2,34660,7234,0.33207214437425137
2,34660,8479,0.34936703741550446
2,34660,8977,0.36795902997255325
2,34660,10404,0.46379677951335907
2,34660,10968,0.48854807391762733
2,34660,11354,0.5074278451502323
2,34660,13249,0.5350590217858553
2,34660,14925,0.5986248143017292
2,34660,16135,0.6466240156441927
2,34850,790,0.05383836105465889
2,34850,1743,0.09070220403373241
2,34850,2287,0.11012540198862553
2,34850,2826,0.1307651400566101
2,34850,4507,0.19674701616168022
2,34850,5756,0.2696895971894264
2,34850,6918,0.31784805469214916
2,34850,8149,0.3373196814209223
2,34850,8795,0.36229565739631653
2,34850,9110,0.41128601878881454
2,34850,10566,0.4727079067379236
2,34850,11015,0.44803693890571594
2,34850,12379,0.5025470163673162
2,34850,13681,0.552962301298976
2,34850,15919,0.6401119753718376
2,35906,256,0.026015564799308777
2,35906,361,0.029247719794511795
2,35906,512,0.031583476811647415
2,35906,790,0.05334243178367615
2,35906,1205,0.07001450285315514
2,35906,2108,0.10401359759271145
2,35906,2510,0.12102071195840836
2,35906,4096,0.18191616982221603
2,35906,5338,0.23055472411215305
2,35906,6517,0.27712900191545486
2,35906,7234,0.3328879829496145
2,35906,8479,0.35459897480905056
2,35906,8977,0.3733185585588217
2,35906,10404,0.43069315142929554
2,35906,10864,0.4473011940717697
2,35906,11354,0.4669805057346821
2,35906,13249,0.5436507053673267
2,35906,14925,0.6077934522181749
2,35906,16135,0.657408032566309
2,36285,1743,0.09105377830564976
2,36285,2287,0.11097313836216927
2,36285,2826,0.13166037388145924
2,36285,4507,0.1981875393539667
2,36285,5756,0.2471462357789278
2,36285,6918,0.2935768570750952
2,36285,7269,0.3064409829676151
2,36285,8766,0.3664230462163687
2,36285,9075,0.3770145121961832
2,36285,10509,0.4343895707279444
2,36285,10968,0.4506451077759266
2,36285,12379,0.5065156146883965
2,36285,13681,0.5582899320870638
2,36285,15919,0.6474719848483801
2,36850,256,0.026015564799308777
2,36850,361,0.028638867661356926
2,36850,779,0.052415067330002785
2,36850,1024,0.06209430284798145
2,36850,1907,0.09606080129742622
2,36850,2509,0.12062094174325466
2,36850,3213,0.14783651567995548
2,36850,4738,0.20709889940917492
2,36850,6201,0.26423344388604164
2,36850,6937,0.2944408915936947
2,36850,8192,0.3696870990097523
2,36850,8968,0.404885970056057
2,36850,9495,0.3943906631320715
2,36850,10776,0.48293196596205235
2,36850,11128,0.49840332940220833
2,36850,13014,0.5750581622123718
2,36850,13856,0.6094886921346188
2,36850,16048,0.703183002769947
2,36986,512,0.03148755058646202
2,36986,790,0.053167110309004784
2,36986,1205,0.06991904228925705
2,36986,2108,0.10524573735892773
2,36986,3213,0.14950078912079334
2,36986,4738,0.20785024389624596
2,36986,6201,0.2666173968464136
2,36986,6937,0.29368861578404903
2,36986,8149,0.34306314773857594
2,36986,8795,0.36741490475833416
2,36986,9110,0.4102459643036127
2,36986,10566,0.4727086052298546
2,36986,11015,0.4550609737634659
2,36986,12379,0.5089952610433102
2,36986,13681,0.5587546620517969
2,36986,15919,0.647552078589797
2,37797,256,0.02655899152159691
2,37797,361,0.02967938780784607
2,37797,512,0.03299093805253506
2,37797,790,0.053789932280778885
2,37797,1743,0.09049358777701855
2,37797,2287,0.11326093226671219
2,37797,2826,0.13370905071496964
2,37797,4507,0.19873096607625484
2,37797,6201,0.265385489910841
2,37797,6937,0.2937689423561096
2,37797,8192,0.3436396364122629
2,37797,8968,0.3763423301279545
2,37797,9495,0.39555784314870834
2,37797,10776,0.4471568390727043
2,37797,11015,0.45824446715414524
2,37797,12379,0.5113957449793816
2,37797,13681,0.5613944958895445
2,37797,15919,0.6515039131045341
2,38032,256,0.03278348594903946
2,38032,512,0.03505498170852661
2,38032,790,0.05363090895116329
2,38032,1743,0.08991803042590618
2,38032,2287,0.11196499690413475
2,38032,3213,0.14806073158979416
2,38032,5338,0.25111413560807705
2,38032,6517,0.27943309396505356
2,38032,7234,0.3332397900521755
2,38032,8479,0.3569831606000662
2,38032,8977,0.3770459443330765
2,38032,10404,0.4648843314498663
2,38032,10864,0.2561695873737335
2,38032,11354,0.507074873894453
2,38032,13249,0.5444986745715141
2,38032,14925,0.6111208349466324
2,38032,16135,0.6598241161555052
2,38542,1144,0.06643007509410381
2,38542,2108,0.10599731467664242
2,38542,2510,0.12218882329761982
2,38542,4096,0.18314761109650135
2,38542,5647,0.24469802156090736
2,38542,6693,0.2864890266209841
