seq,dim,t_measured_ms
2,133,0.08332636207342148
2,435,0.07795076817274094
2,502,0.07980596274137497
2,702,0.0771181657910347
2,819,0.08236616849899292
2,918,0.08098967373371124
2,1406,0.08070189505815506
2,1469,0.07948651909828186
2,1585,0.08082948625087738
2,1798,0.0826539471745491
2,1994,0.07849466055631638
2,2149,0.0750059261918068
2,2179,0.07503759115934372
2,2304,0.07907021790742874
2,2377,0.07849372923374176
2,2421,0.07839780300855637
2,2605,0.07718242704868317
2,2841,0.07865391671657562
2,3226,0.07606204599142075
2,3235,0.07337424904108047
2,3758,0.07695797830820084
2,3791,0.07830187678337097
2,4096,0.07247831672430038
2,4385,0.0738212838768959
2,4425,0.07548648864030838
2,4561,0.07458962500095367
2,4858,0.07731001824140549
2,5310,0.07714983075857162
2,5449,0.07890816777944565
2,5604,0.07785391062498093
2,5970,0.0728946179151535
2,6236,0.07871817797422409
2,6490,0.07782038301229477
2,6647,0.07817335426807404
2,6758,0.07756613194942474
2,6817,0.07631815969944
2,6968,0.07580593228340149
2,7080,0.07401406764984131
2,7295,0.07318146526813507
2,7557,0.07596611976623535
2,7686,0.07273349910974503
2,7780,0.07801409810781479
2,8066,0.07971003651618958
2,8192,0.0759027898311615
2,8387,0.07740594446659088
2,8504,0.07897429168224335
2,8690,0.08089467883110046
2,8899,0.07695797830820084
2,8979,0.07743760943412781
2,9106,0.07699057459831238
2,9225,0.07855799049139023
2,9455,0.0735018402338028
2,9731,0.07439777255058289
2,9966,0.07615797221660614
2,10314,0.08047744631767273
2,10874,0.0770222395658493
2,11023,0.08127838373184204
2,11351,0.07593445479869843
2,11498,0.07817428559064865
2,11592,0.07846206426620483
2,11947,0.07855799049139023
2,12333,0.07743760943412781
2,12664,0.07394980639219284
2,12935,0.07897336035966873
2,13216,0.07474981248378754
2,13678,0.07801316678524017
2,13952,0.08137430995702744
2,14072,0.07939059287309647
2,14371,0.07743854075670242
2,14587,0.07583852857351303
2,14750,0.07526203989982605
2,14970,0.07683038711547852
2,15135,0.07622130215167999
2,15348,0.07759779691696167
2,15597,0.0745253637433052
